data,campeonatoAno,ginasio,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora
19/11/2021,2021/2022,ASCEB                                    ,1º TURNO,Cerrado Basquete,85,8,22,17,60,13,8,2,25,Pato Basquete,86,8,23,16,53,12,13,3,22
19/11/2021,2021/2022,Arena BRB Nilson Nelson                                    ,1º TURNO,BRB/Brasília,78,11,9,27,47,14,2,2,18,Mogi,73,8,16,17,49,12,7,4,30
19/11/2021,2021/2022,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,77,6,24,11,43,18,6,2,18,Luvix/União Corinthians,76,9,20,9,39,15,8,2,17
16/11/2021,2021/2022,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,1º TURNO,São Paulo,79,0,0,0,0,0,0,0,0,Bauru,77,0,0,0,0,0,0,0,0
19/11/2021,2021/2022,Arena UNIFACISA                                    ,1º TURNO,UNIFACISA,53,7,12,8,47,11,3,1,16,Caxias do Sul Basquete,70,8,18,10,40,14,9,3,15
18/11/2021,2021/2022,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,1º TURNO,São Paulo,86,11,24,5,34,23,7,3,20,Pinheiros,70,9,13,17,39,15,6,2,13
18/11/2021,2021/2022,Ginásio Pedrocão                                    ,1º TURNO,Sesi Franca,86,6,26,16,35,18,7,4,11,Corinthians,62,8,16,6,30,11,8,5,18
18/11/2021,2021/2022,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,85,10,23,9,32,22,6,2,21,Paulistano,79,14,14,9,31,17,6,4,20
17/11/2021,2021/2022,Arena UNIFACISA                                    ,1º TURNO,UNIFACISA,104,12,27,14,37,27,5,2,18,Luvix/União Corinthians,99,16,18,15,40,21,4,2,15
17/11/2021,2021/2022,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,94,12,19,20,35,18,4,3,17,Caxias do Sul Basquete,85,10,22,11,33,18,6,3,23
13/11/2021,2021/2022,Ginásio do Sesi                                    ,1º TURNO,Pato Basquete,72,10,17,8,36,13,2,2,21,Rio Claro,77,9,19,12,35,12,7,1,20
13/11/2021,2021/2022,Prof. Hugo Ramos                                    ,1º TURNO,Mogi,96,14,18,18,36,22,10,0,18,Sesi Franca,102,16,21,12,36,23,9,1,20
13/11/2021,2021/2022,Gin. Antonio Prado Jr                                    ,1º TURNO,Paulistano,67,8,17,9,31,15,7,1,18,Minas,96,14,23,8,44,16,10,1,15
12/11/2021,2021/2022,Ginásio do Sesi                                    ,1º TURNO,Caxias do Sul Basquete,76,7,22,11,40,23,13,4,24,BRB/Brasília,64,3,16,23,38,12,3,5,19
12/11/2021,2021/2022,Gin. Panela de Pressão                                    ,1º TURNO,Bauru,84,11,22,7,39,18,4,3,22,UNIFACISA,68,8,14,16,28,18,6,2,15
11/11/2021,2021/2022,Prof. Hugo Ramos                                    ,1º TURNO,Mogi,64,4,18,16,51,13,4,1,18,Rio Claro,60,6,14,14,41,10,9,1,23
11/11/2021,2021/2022,Ginásio do Sesi                                    ,1º TURNO,Pato Basquete,66,6,21,6,39,13,6,2,21,Sesi Franca,88,11,20,15,42,19,7,3,14
11/11/2021,2021/2022,Ginásio Wlamir Marques                                    ,1º TURNO,Corinthians,65,8,14,13,34,17,6,4,17,Minas,82,11,18,13,46,18,7,3,17
10/11/2021,2021/2022,Gin. Poliesportivo Arnão                                    ,1º TURNO,Luvix/União Corinthians,70,12,14,6,33,7,17,2,20,BRB/Brasília,55,4,13,17,36,3,2,4,12
10/11/2021,2021/2022,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,67,9,16,8,39,15,3,0,13,UNIFACISA,86,16,14,10,35,21,8,0,17
11/11/2021,2021/2022,Gin. Antonio Prado Jr                                    ,1º TURNO,Paulistano,87,8,23,17,39,18,7,1,27,Flamengo,81,10,14,23,37,11,8,4,24
10/11/2021,2021/2022,Gin. Panela de Pressão                                    ,1º TURNO,Bauru,74,10,14,16,39,20,6,4,13,Fortaleza B. C.,59,6,16,9,36,14,8,2,16
10/11/2021,2021/2022,Sesi                                    ,1º TURNO,Caxias do Sul Basquete,72,4,26,8,42,21,11,3,13,Cerrado Basquete,64,8,17,6,33,13,9,0,16
09/11/2021,2021/2022,Ginásio Wlamir Marques                                    ,1º TURNO,Corinthians,80,14,14,10,33,16,4,1,20,Flamengo,83,10,19,15,36,15,4,3,17
08/11/2021,2021/2022,Gin. Poliesportivo Arnão                                    ,1º TURNO,Luvix/União Corinthians,75,6,25,7,53,18,16,5,24,Cerrado Basquete,76,12,15,10,52,11,6,2,18
08/11/2021,2021/2022,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,81,8,21,15,55,19,13,4,20,Fortaleza B. C.,60,6,16,10,37,15,6,4,19
06/11/2021,2021/2022,Arena BRB Nilson Nelson                                    ,1º TURNO,BRB/Brasília,49,6,12,7,50,10,5,3,19,Bauru,60,4,17,14,48,12,4,4,19
06/11/2021,2021/2022,Arena UNIFACISA                                    ,1º TURNO,UNIFACISA,66,7,20,5,37,17,6,0,21,São Paulo,78,6,22,16,31,19,6,0,14
05/11/2021,2021/2022,Arena UniBH                                    ,1º TURNO,Minas,79,12,13,17,49,23,5,0,21,Pato Basquete,67,7,16,14,32,18,7,1,25
05/11/2021,2021/2022,Ginásio Pedrocão                                    ,1º TURNO,Sesi Franca,84,4,25,22,39,11,5,2,16,Caxias do Sul Basquete,75,8,21,9,25,22,6,1,29
05/11/2021,2021/2022,Maracanãzinho                                    ,1º TURNO,Flamengo,116,16,25,18,48,27,8,2,15,Mogi,73,8,21,7,36,18,9,1,26
04/11/2021,2021/2022,ASCEB                                    ,1º TURNO,Cerrado Basquete,87,9,26,8,45,8,5,1,19,Bauru,92,8,26,16,32,19,6,5,17
04/11/2021,2021/2022,Arena BRB Nilson Nelson                                    ,1º TURNO,BRB/Brasília,92,10,20,22,37,20,8,2,19,Pinheiros,93,11,24,12,49,24,11,6,20
04/11/2021,2021/2022,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,68,5,23,7,46,10,7,0,14,São Paulo,81,9,26,2,41,18,6,3,13
03/11/2021,2021/2022,Maracanãzinho                                    ,1º TURNO,Flamengo,94,17,17,9,48,31,10,4,14,Pato Basquete,62,6,15,14,26,16,14,0,17
03/11/2021,2021/2022,Ginásio Pedrocão                                    ,1º TURNO,Sesi Franca,115,18,22,17,52,29,6,5,14,Luvix/União Corinthians,74,14,12,8,29,17,7,1,22
03/11/2021,2021/2022,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,63,8,12,15,30,12,8,0,24,Caxias do Sul Basquete,65,13,7,12,36,17,7,5,27
03/11/2021,2021/2022,Arena UniBH                                    ,1º TURNO,Minas,109,14,24,19,38,28,11,3,14,Mogi,75,10,17,11,33,20,3,6,17
02/11/2021,2021/2022,ASCEB                                    ,1º TURNO,Cerrado Basquete,88,10,20,18,44,19,7,5,22,Pinheiros,79,7,24,10,50,16,5,5,23
02/11/2021,2021/2022,Gin. Antonio Prado Jr                                    ,1º TURNO,Paulistano,74,10,19,6,36,20,7,2,21,Corinthians,69,9,15,12,41,13,7,3,19
01/11/2021,2021/2022,Gin. Felipe Karam                                    ,1º TURNO,Rio Claro,74,9,14,19,44,16,9,2,20,Luvix/União Corinthians,63,5,17,14,33,12,10,3,21
30/10/2021,2021/2022,Ginásio do Sesi                                    ,1º TURNO,Pato Basquete,55,7,12,10,40,5,7,0,25,Paulistano,68,5,17,19,55,9,9,1,19
30/10/2021,2021/2022,Prof. Hugo Ramos                                    ,1º TURNO,Mogi,70,10,15,10,37,18,11,2,14,Corinthians,69,13,11,8,41,18,9,6,13
29/10/2021,2021/2022,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,1º TURNO,São Paulo,85,12,21,7,28,24,7,4,14,BRB/Brasília,66,9,15,9,47,14,2,2,17
27/10/2021,2021/2022,Centro de Formação Olímpica                                    ,1º TURNO,Fortaleza B. C.,71,0,0,0,0,0,0,0,0,UNIFACISA,72,0,0,0,0,0,0,0,0
29/10/2021,2021/2022,Sesi                                    ,1º TURNO,Caxias do Sul Basquete,73,8,22,5,24,17,7,0,22,Flamengo,86,12,14,22,40,20,9,2,19
28/10/2021,2021/2022,Gin. Panela de Pressão                                    ,1º TURNO,Bauru,77,8,19,15,40,13,4,2,16,Rio Claro,65,7,18,8,30,18,6,4,25
28/10/2021,2021/2022,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,80,13,13,15,53,18,5,2,23,Sesi Franca,89,10,21,17,39,20,7,5,18
28/10/2021,2021/2022,Ginásio do Sesi                                    ,1º TURNO,Pato Basquete,73,11,15,10,31,16,5,1,20,Corinthians,80,16,11,10,31,18,5,1,22
28/10/2021,2021/2022,Prof. Hugo Ramos                                    ,1º TURNO,Mogi,77,9,18,14,40,24,7,2,18,Paulistano,72,9,16,13,30,18,12,3,16
06/05/2023,2022/2023,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,QUARTAS,São Paulo,85,9,18,22,37,19,6,0,19,Pinheiros,73,6,22,11,48,14,4,2,22
27/10/2021,2021/2022,Sesi                                    ,1º TURNO,Caxias do Sul Basquete,75,6,24,9,35,9,7,2,19,123 Minas,83,13,14,16,29,15,6,2,12
27/10/2021,2021/2022,Gin. Poliesportivo Arnão                                    ,1º TURNO,Luvix/União Corinthians,76,9,21,7,34,16,9,3,24,Flamengo,87,10,18,21,50,10,5,1,18
26/10/2021,2021/2022,Poliesportivo H. Villaboim                                    ,1º TURNO,Pinheiros,86,8,22,18,37,19,7,3,20,Rio Claro,75,9,15,18,38,14,9,2,24
26/10/2021,2021/2022,Gin. Panela de Pressão                                    ,1º TURNO,Bauru,76,11,16,11,34,15,9,0,20,Sesi Franca,87,8,24,15,47,24,7,1,18
02/05/2023,2022/2023,Arena UNIFACISA                                    ,QUARTAS,UNIFACISA,73,9,19,8,29,15,3,1,22,Sesi Franca,86,14,15,14,40,14,4,1,19
26/10/2021,2021/2022,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,1º TURNO,São Paulo,76,6,23,12,31,19,8,3,20,Cerrado Basquete,78,8,22,10,43,18,7,3,17
01/05/2023,2022/2023,Gin. Panela de Pressão                                    ,QUARTAS,Bauru Basket,76,9,16,17,25,9,11,4,20,Flamengo,85,11,18,16,36,16,8,1,23
25/10/2021,2021/2022,Gin. Poliesportivo Arnão                                    ,1º TURNO,Luvix/União Corinthians,59,6,18,5,34,9,12,3,20,Minas,77,6,21,17,49,8,6,3,14
01/05/2023,2022/2023,Poliesportivo H. Villaboim                                    ,QUARTAS,Pinheiros,115,12,31,17,37,23,5,2,25,São Paulo,107,12,25,21,29,20,7,0,25
23/10/2021,2021/2022,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,1º TURNO,São Paulo,61,4,21,7,32,8,11,1,17,Flamengo,86,8,29,4,47,25,9,0,16
04/05/2023,2022/2023,Arena UNIFACISA                                    ,QUARTAS,UNIFACISA,92,9,20,25,26,16,2,0,21,Sesi Franca,90,17,15,9,33,24,3,1,29
03/05/2023,2022/2023,Poliesportivo H. Villaboim                                    ,QUARTAS,Pinheiros,60,4,16,16,38,14,10,0,17,São Paulo,77,15,13,6,36,14,10,2,24
03/05/2023,2022/2023,Gin. Panela de Pressão                                    ,QUARTAS,Bauru Basket,91,12,26,3,26,23,8,2,21,Flamengo,80,14,14,10,36,18,2,2,16
22/04/2023,2022/2023,Ginásio Wlamir Marques                                    ,OITAVAS,Corinthians,70,6,18,16,36,13,5,4,17,UNIFACISA,81,9,21,12,32,16,9,3,20
02/05/2023,2022/2023,Gin. Antonio Prado Jr                                    ,QUARTAS,Paulistano,68,6,19,12,34,8,11,2,22,123 Minas,77,7,20,16,37,17,5,1,19
22/04/2023,2022/2023,Poliesportivo H. Villaboim                                    ,OITAVAS,Pinheiros,78,5,23,17,50,13,8,4,23,Caxias do Sul Basquete,60,5,14,17,37,14,5,7,24
29/04/2023,2022/2023,Ginásio Pedrocão                                    ,QUARTAS,Sesi Franca,91,12,20,15,42,13,4,2,20,UNIFACISA,100,17,19,11,37,13,8,0,20
30/04/2023,2022/2023,Gin. Antonio Prado Jr                                    ,QUARTAS,Paulistano,80,8,18,20,41,15,5,1,22,123 Minas,76,8,19,14,34,16,5,2,21
28/04/2023,2022/2023,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,QUARTAS,São Paulo,92,12,17,22,41,17,5,2,26,Pinheiros,77,10,13,21,44,13,7,2,25
18/04/2023,2022/2023,Sesi                                    ,OITAVAS,Caxias do Sul Basquete,59,6,18,5,37,8,6,1,18,Pinheiros,73,7,22,8,49,21,9,1,20
27/04/2023,2022/2023,Tijuca Tênis Clube                                    ,QUARTAS,Flamengo,90,18,14,8,44,22,3,4,14,Bauru Basket,58,6,16,8,24,9,11,2,18
23/04/2023,2022/2023,Gin. Antonio Prado Jr                                    ,OITAVAS,Paulistano,92,9,25,15,37,16,7,7,21,Pato Basquete,78,6,21,18,32,9,7,2,24
27/04/2023,2022/2023,Arena UniBH                                    ,QUARTAS,123 Minas,85,10,20,15,39,17,7,1,20,Paulistano,82,12,19,8,41,14,8,5,23
15/04/2023,2022/2023,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,São Paulo,95,10,27,11,44,21,10,0,9,Cerrado,64,11,14,3,34,16,5,2,10
21/04/2023,2022/2023,Gin. Antonio Prado Jr                                    ,OITAVAS,Paulistano,90,16,18,6,42,20,10,2,17,Pato Basquete,57,9,10,10,28,10,10,0,14
21/04/2023,2022/2023,Gin. Panela de Pressão                                    ,OITAVAS,Bauru Basket,71,9,15,14,40,18,7,1,19,Oscar São José Basketball,66,9,13,13,35,14,7,2,20
20/04/2023,2022/2023,Gin. Panela de Pressão                                    ,OITAVAS,Bauru Basket,79,10,18,13,32,22,11,0,21,Oscar São José Basketball,83,9,21,14,29,19,3,3,17
19/04/2023,2022/2023,Arena UNIFACISA                                    ,OITAVAS,UNIFACISA,95,9,27,14,38,15,4,1,23,Corinthians,77,10,16,15,30,14,7,2,17
18/04/2023,2022/2023,Ginásio do Sesi                                    ,OITAVAS,Pato Basquete,82,7,20,21,45,13,6,2,22,Paulistano,70,9,13,17,34,9,5,1,27
17/04/2023,2022/2023,Teatrão                                    ,OITAVAS,Oscar São José Basketball,77,10,20,7,29,24,5,1,18,Bauru Basket,95,13,19,18,31,21,10,2,17
15/04/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,90,8,25,16,36,22,6,5,23,BRB/Brasília,73,6,16,23,42,15,5,2,22
14/04/2023,2022/2023,Gin. Poliesportivo Arnão                                    ,2º TURNO,União Corinthians,91,10,23,15,55,25,4,3,19,Fortaleza B. C.,75,7,19,16,42,15,5,1,26
13/04/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,78,8,21,12,41,17,4,4,18,Cerrado,66,6,20,8,42,15,8,1,16
13/04/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,113,10,31,21,43,21,6,3,22,BRB/Brasília,71,5,18,20,26,14,7,0,23
12/04/2023,2022/2023,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,80,9,18,17,39,22,7,1,19,Oscar São José Basketball,92,9,26,13,45,29,6,0,22
12/04/2023,2022/2023,Sesi                                    ,2º TURNO,Caxias do Sul Basquete,66,10,14,8,32,13,8,3,19,Fortaleza B. C.,77,11,18,8,35,16,10,0,18
11/04/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,99,13,22,16,52,21,3,6,22,São Paulo,57,5,15,12,28,10,7,0,20
10/04/2023,2022/2023,Ginásio Pedrocão                                    ,2º TURNO,Sesi Franca,83,13,16,12,31,11,5,2,21,Flamengo,70,9,16,11,31,13,5,0,18
10/04/2023,2022/2023,Ginásio do Sesi                                    ,2º TURNO,Pato Basquete,98,12,24,14,36,18,12,4,21,Cerrado,91,12,19,17,27,13,10,2,15
10/04/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,81,10,20,11,42,21,9,1,18,União Corinthians,61,7,17,6,40,17,7,2,17
08/04/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,89,5,25,24,45,14,5,2,20,Caxias do Sul Basquete,69,10,14,11,23,11,5,1,22
05/04/2023,2022/2023,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,89,11,16,24,38,16,8,4,21,Caxias do Sul Basquete,82,9,19,17,39,16,12,2,29
08/04/2023,2022/2023,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,53,4,13,15,39,11,6,1,23,Flamengo,100,10,29,12,49,16,10,4,17
08/04/2023,2022/2023,Centro de Formação Olímpica                                    ,2º TURNO,Fortaleza B. C.,85,10,21,13,30,11,6,1,19,123 Minas,94,17,13,17,41,15,3,1,16
08/04/2023,2022/2023,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,94,12,24,10,44,17,9,1,18,União Corinthians,70,11,9,19,31,15,8,1,18
07/04/2023,2022/2023,Ginásio do Sesi                                    ,2º TURNO,Pato Basquete,91,11,24,10,41,25,11,1,30,BRB/Brasília,64,8,8,24,38,10,6,0,20
06/04/2023,2022/2023,Arena UNIFACISA                                    ,2º TURNO,UNIFACISA,79,10,14,21,37,15,8,3,16,123 Minas,69,12,13,7,36,13,6,2,25
01/04/2023,2022/2023,Ginásio Pedrocão                                    ,2º TURNO,Sesi Franca,95,8,22,27,44,19,4,4,19,Oscar São José Basketball,75,8,21,9,42,19,8,4,30
06/04/2023,2022/2023,ASCEB                                    ,2º TURNO,Cerrado,68,12,12,8,36,17,5,1,19,Sesi Franca,106,12,24,22,38,31,12,1,16
05/04/2023,2022/2023,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,83,10,22,9,34,19,6,0,20,Paulistano,70,7,19,11,27,9,10,3,16
04/04/2023,2022/2023,Arena BRB Nilson Nelson                                    ,2º TURNO,BRB/Brasília,72,9,15,15,33,19,8,0,20,Sesi Franca,87,11,20,14,41,19,12,2,21
03/04/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,75,7,17,20,36,15,8,5,20,Caxias do Sul Basquete,76,8,18,16,35,15,6,2,25
30/03/2023,2022/2023,Teatrão                                    ,2º TURNO,Oscar São José Basketball,97,13,19,20,46,24,5,7,22,São Paulo,84,13,16,13,24,19,8,3,20
29/03/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,82,14,13,14,29,21,13,2,16,Pinheiros,71,6,22,9,39,17,7,2,23
03/04/2023,2022/2023,Arena UniBH                                    ,2º TURNO,123 Minas,105,12,26,17,37,21,8,0,15,Paulistano,70,6,21,10,29,14,3,0,25
01/04/2023,2022/2023,Gin. Poliesportivo Arnão                                    ,2º TURNO,União Corinthians,82,12,19,8,37,17,3,3,24,UNIFACISA,85,11,16,20,42,14,6,1,23
01/04/2023,2022/2023,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,79,6,25,11,48,17,5,1,20,São Paulo,70,6,19,14,31,18,6,1,19
31/03/2023,2022/2023,Arena UniBH                                    ,2º TURNO,123 Minas,82,8,22,14,35,22,4,1,20,Pato Basquete,90,10,25,10,38,24,11,2,22
30/03/2023,2022/2023,Sesi                                    ,2º TURNO,Caxias do Sul Basquete,55,7,15,4,34,11,12,2,17,UNIFACISA,58,7,16,5,41,8,6,1,14
30/03/2023,2022/2023,Arena BRB Nilson Nelson                                    ,2º TURNO,BRB/Brasília,74,9,16,15,42,19,5,3,22,Rio Claro,92,9,25,15,46,19,8,0,24
28/03/2023,2022/2023,Arena UniBH                                    ,2º TURNO,123 Minas,88,11,18,19,41,17,5,1,19,Corinthians,86,10,22,12,29,20,8,3,25
28/03/2023,2022/2023,ASCEB                                    ,2º TURNO,Cerrado,109,18,23,9,36,25,8,1,20,Rio Claro,84,9,20,17,40,17,5,1,18
27/03/2023,2022/2023,Tijuca Tênis Clube                                    ,2º TURNO,Flamengo,96,14,23,8,40,27,3,1,15,Oscar São José Basketball,68,10,17,4,30,18,3,2,14
27/03/2023,2022/2023,Gin. Poliesportivo Arnão                                    ,2º TURNO,União Corinthians,83,9,23,10,30,23,8,1,22,Sesi Franca,86,9,22,15,48,24,7,0,20
25/03/2023,2022/2023,Sesi                                    ,2º TURNO,Caxias do Sul Basquete,76,8,19,14,24,15,7,0,23,Sesi Franca,89,7,25,18,42,18,3,2,22
24/03/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,82,12,16,14,42,21,5,2,22,União Corinthians,78,9,16,19,33,17,10,3,26
24/03/2023,2022/2023,Centro de Formação Olímpica                                    ,2º TURNO,Fortaleza B. C.,78,8,18,18,28,15,9,0,28,Pinheiros,92,14,16,18,40,22,5,1,22
24/03/2023,2022/2023,Arena UNIFACISA                                    ,2º TURNO,UNIFACISA,71,9,13,18,33,12,1,0,16,Bauru Basket,81,12,19,7,26,13,8,2,22
23/03/2023,2022/2023,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,79,7,20,18,35,16,8,0,25,123 Minas,97,7,28,20,51,23,3,2,22
23/03/2023,2022/2023,Gin. Linneu de Moura                                    ,2º TURNO,Oscar São José Basketball,71,7,19,12,33,20,2,0,26,Paulistano,77,8,15,23,47,10,11,0,21
13/03/2023,2022/2023,Gin. Poliesportivo Arnão                                    ,2º TURNO,União Corinthians,95,10,17,31,43,17,11,5,25,Rio Claro,83,9,18,20,47,14,7,1,32
13/03/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,91,7,30,10,42,17,10,1,21,Cerrado,77,9,18,14,27,19,8,2,14
23/03/2023,2022/2023,Arena BRB Nilson Nelson                                    ,2º TURNO,BRB/Brasília,75,15,9,12,32,17,7,1,25,Flamengo,109,12,27,19,36,28,10,5,22
11/03/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,74,12,16,6,35,24,4,2,16,Pato Basquete,55,4,17,9,33,8,6,3,14
22/03/2023,2022/2023,Centro de Formação Olímpica                                    ,2º TURNO,Fortaleza B. C.,79,8,20,15,41,7,6,0,16,Bauru Basket,77,9,19,12,30,18,3,1,24
22/03/2023,2022/2023,Ginásio do Sesi                                    ,2º TURNO,Pato Basquete,66,3,25,7,41,12,4,1,16,União Corinthians,68,11,13,9,28,13,3,1,14
10/03/2023,2022/2023,Arena UNIFACISA                                    ,2º TURNO,UNIFACISA,80,0,0,0,0,0,0,0,0,Fortaleza B. C.,69,0,0,0,0,0,0,0,0
22/03/2023,2022/2023,Arena UNIFACISA                                    ,2º TURNO,UNIFACISA,69,7,15,18,26,16,10,1,19,Pinheiros,80,9,21,11,42,16,5,2,27
09/03/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,82,7,21,19,45,16,9,3,21,União Corinthians,80,9,19,15,40,17,6,5,20
21/03/2023,2022/2023,ASCEB                                    ,2º TURNO,Cerrado,70,12,13,8,33,9,6,3,17,Flamengo,102,12,26,14,40,24,8,0,17
21/03/2023,2022/2023,Ginásio Pedrocão                                    ,2º TURNO,Sesi Franca,94,12,21,16,38,22,3,3,15,123 Minas,90,12,21,12,40,17,7,3,21
14/03/2023,2022/2023,Arena UniBH                                    ,2º TURNO,123 Minas,87,11,18,18,42,22,5,1,23,São Paulo,76,8,17,18,30,11,4,0,19
11/03/2023,2022/2023,Sesi                                    ,2º TURNO,Caxias do Sul Basquete,76,10,19,8,41,15,9,5,21,Rio Claro,53,3,15,14,34,15,6,0,20
11/03/2023,2022/2023,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,78,3,29,11,42,22,14,2,18,Corinthians,69,12,8,17,37,14,5,2,14
06/03/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,Paulistano,83,13,16,12,52,17,8,3,22,Caxias do Sul Basquete,58,6,13,14,28,10,9,1,19
04/03/2023,2022/2023,Ginásio do Sesi                                    ,2º TURNO,Pato Basquete,82,6,24,16,39,17,5,0,19,UNIFACISA,71,11,14,10,30,12,6,2,22
10/03/2023,2022/2023,Gin. Antonio Prado Jr                                    ,2º TURNO,São Paulo,88,10,23,12,41,19,8,2,18,BRB/Brasília,72,10,15,12,34,18,2,2,22
09/03/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,75,10,17,11,31,12,10,1,21,Corinthians,63,5,20,8,41,10,5,5,21
03/03/2023,2022/2023,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,82,11,17,15,27,14,4,0,23,Pinheiros,99,10,25,19,36,19,6,0,20
09/03/2023,2022/2023,Poliesportivo H. Villaboim                                    ,2º TURNO,Pinheiros,76,8,19,14,44,21,6,0,17,Pato Basquete,69,9,16,10,33,18,8,4,22
06/03/2023,2022/2023,Gin. Felipe Karam                                    ,2º TURNO,Rio Claro,84,9,21,15,29,12,9,0,26,Bauru Basket,69,6,14,23,29,8,5,1,18
07/03/2023,2022/2023,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,São Paulo,99,14,21,15,42,19,4,0,13,União Corinthians,76,11,18,7,31,16,5,2,13
06/03/2023,2022/2023,ASCEB                                    ,2º TURNO,Cerrado,64,5,21,7,32,15,7,1,12,Oscar São José Basketball,96,10,29,8,40,22,12,2,18
02/03/2023,2022/2023,Gin. Panela de Pressão                                    ,2º TURNO,Bauru Basket,74,9,15,17,31,20,3,0,18,São Paulo,81,11,17,14,34,15,5,1,20
04/03/2023,2022/2023,Ginásio Pol. Dr. Antônio L. Nunes Galvão - (Morumbi)                                    ,2º TURNO,São Paulo,70,10,13,14,41,22,7,0,17,Caxias do Sul Basquete,64,6,19,8,42,12,7,1,22
04/03/2023,2022/2023,Arena BRB Nilson Nelson                                    ,2º TURNO,BRB/Brasília,94,12,16,26,38,15,5,3,28,Oscar São José Basketball,100,4,30,28,32,18,11,2,23
04/03/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,84,11,16,19,51,17,4,4,28,Fortaleza B. C.,85,5,25,20,40,11,8,1,24
02/03/2023,2022/2023,Arena BRB Nilson Nelson                                    ,2º TURNO,BRB/Brasília,86,7,25,15,43,17,10,3,23,Cerrado,65,5,16,18,30,6,9,1,22
02/03/2023,2022/2023,Ginásio Wlamir Marques                                    ,2º TURNO,Corinthians,66,4,21,12,46,15,3,8,23,UNIFACISA,68,9,14,13,33,16,9,3,24
01/03/2023,2022/2023,Ginásio Pedrocão                                    ,2º TURNO,Sesi Franca,95,12,20,19,37,21,6,3,18,Pinheiros,75,8,19,13,42,23,5,0,21
02/03/2023,2022/2023,Ginásio do Sesi                                    ,2º TURNO,Pato Basquete,82,8,24,10,52,9,3,0,24,Fortaleza B. C.,87,11,17,20,35,9,6,0,20
01/03/2023,2022/2023,Maracanãzinho                                    ,2º TURNO,Flamengo,79,12,14,15,35,24,7,4,19,123 Minas,78,8,21,12,35,14,10,2,22
18/02/2023,2022/2023,Gin. Poliesportivo Arnão                                    ,2º TURNO,União Corinthians,78,10,19,10,40,19,5,3,20,Flamengo,77,12,14,13,43,17,6,1,17
