campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos2PtsTimeCasa,acertos3PtsTimeCasa,acertosTotaisTimeCasa,LancesLivresCertosTimeCasa,rebotesDefensivosTimeCasa,rebotesOfensivosTimeCasa,rebotesTotaisTimeCasa,assistsTimeCasa,RoubadasTimeCasa,ErrosTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,ArremessosTotaisTimeCasa,timeFora,pontosTimeFora,acertos2PtsTimeFora,acertos3PtsTimeFora,acertosTotaisTimeFora,LancesLivresCertosTimeFora,rebotesDefensivosTimeFora,rebotesOfensivosTimeFora,rebotesTotaisTimeFora,assistsTimeFora,RoubadasTimeFora,ErrosTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora,ArremessosTotaisTimeFora
2020/2021,QUARTAS,Mogi,79,23,8,31,9,28,11,39,26,3,17,2,25,92,46,21,13,67,Flamengo,109,13,21,34,20,27,11,38,24,12,10,3,12,134,24,45,27,69
2020/2021,OITAVAS,Corinthians,89,18,10,28,23,28,11,39,25,11,10,3,20,108,39,32,29,71,Pato Basquete,84,27,5,32,15,34,16,50,23,7,16,3,26,100,53,22,23,75
2020/2021,OITAVAS,Bauru,74,17,11,28,7,16,7,23,18,5,9,3,23,79,31,28,11,59,KTO/Caxias do Sul,73,22,5,27,14,24,9,33,17,3,12,0,18,85,39,12,19,51
2020/2021,OITAVAS,Mogi,84,30,2,32,18,19,14,33,20,4,13,5,27,95,46,20,22,66,UNIFACISA,95,24,9,33,20,21,21,42,19,9,14,0,24,106,49,23,26,72
2020/2021,OITAVAS,Pato Basquete,61,14,9,23,6,20,12,32,11,7,17,0,23,53,34,26,10,60,Corinthians,90,19,12,31,16,28,16,44,19,7,12,2,18,109,36,29,23,65
2020/2021,OITAVAS,Fortaleza B. C.,64,9,12,21,10,22,6,28,12,7,17,3,16,60,24,31,13,55,Sesi Franca,82,21,10,31,10,30,5,35,20,10,13,2,14,107,37,21,12,58
2020/2021,OITAVAS,UNIFACISA,70,21,7,28,7,32,12,44,18,6,19,3,16,77,42,23,15,65,Mogi,77,19,10,29,9,26,8,34,20,12,11,3,17,93,36,32,12,68
2021/2022,2º TURNO,Corinthians,98,17,19,36,7,21,12,33,24,11,9,4,24,122,35,38,9,73,Mogi,75,15,9,24,18,24,18,42,24,5,22,2,15,81,33,26,28,59
2020/2021,OITAVAS,KTO/Caxias do Sul,65,21,4,25,11,21,15,36,13,10,18,1,19,66,42,19,16,61,Bauru,75,17,10,27,11,23,5,28,20,8,22,2,22,84,25,24,16,49
2021/2022,2º TURNO,BRB/Brasília,86,20,14,34,4,32,19,51,20,4,13,1,20,100,48,31,8,79,São Paulo,90,21,12,33,12,27,5,32,15,7,6,2,16,100,35,32,18,67
2021/2022,2º TURNO,Rio Claro,84,26,3,29,23,27,7,34,10,12,12,2,21,91,37,22,32,59,Pinheiros,80,18,8,26,20,24,12,36,17,8,19,2,24,82,38,25,25,63
2021/2022,1º TURNO,São Paulo,86,21,11,32,11,29,7,36,18,6,11,0,14,97,40,24,17,64,Pato Basquete,77,11,16,27,7,26,8,34,16,4,14,7,20,82,24,38,14,62
2021/2022,1º TURNO,Corinthians,74,18,9,27,11,41,10,51,16,4,17,3,18,88,36,30,15,66,Luvix/União Corinthians,63,16,7,23,10,27,13,40,18,10,7,4,18,66,46,30,19,76
2021/2022,1º TURNO,Cerrado Basquete,74,18,9,27,11,29,12,41,16,4,14,4,13,81,35,31,16,66,UNIFACISA,88,27,8,35,10,28,16,44,11,9,6,2,17,100,58,21,14,79
2021/2022,1º TURNO,BRB/Brasília,82,16,9,25,23,30,22,52,15,8,14,4,22,95,38,34,28,72,Fortaleza B. C.,75,19,9,28,10,28,15,43,16,3,15,1,21,74,39,33,15,72
2021/2022,1º TURNO,Flamengo,103,24,15,39,10,37,10,47,25,7,6,6,13,141,38,39,13,77,Bauru,59,19,5,24,6,28,5,33,17,5,12,1,13,60,42,23,8,65
2020/2021,2º TURNO,Fortaleza B. C.,92,18,13,31,17,35,15,50,19,12,18,3,20,100,40,43,23,83,Paulistano,97,25,11,36,14,39,19,58,27,10,16,5,20,122,44,41,24,85
2020/2021,2º TURNO,Bauru,81,23,8,31,11,41,9,50,17,8,21,7,15,106,39,24,15,63,Cerrado Basquete,69,15,11,26,6,25,12,37,15,11,11,2,14,65,44,34,12,78
2020/2021,2º TURNO,Pinheiros,84,23,8,31,14,26,4,30,19,12,16,3,23,96,38,24,19,62,VipTech CMB,75,17,9,26,14,27,13,40,17,8,20,1,21,74,31,30,26,61
2020/2021,2º TURNO,Fortaleza B. C.,83,24,6,30,17,27,15,42,14,10,14,0,21,88,44,26,24,70,VipTech CMB,84,19,11,30,13,26,8,34,11,5,17,3,25,81,32,28,22,60
2020/2021,2º TURNO,Cerrado Basquete,67,20,8,28,3,20,12,32,15,10,8,3,16,71,37,36,6,73,Paulistano,75,24,6,30,9,33,15,48,19,3,18,0,13,89,37,26,14,63
2020/2021,2º TURNO,Bauru,82,21,9,30,13,26,2,28,22,7,16,0,17,91,29,23,23,52,Mogi,91,15,18,33,7,25,10,35,25,5,14,1,22,103,27,42,11,69
2020/2021,2º TURNO,UNIFACISA,99,23,12,35,17,25,10,35,17,12,23,5,22,115,36,22,24,58,Pato Basquete,80,24,6,30,14,18,15,33,14,6,26,2,25,66,41,22,24,63
2020/2021,2º TURNO,Cerrado Basquete,63,17,6,23,11,30,11,41,13,6,11,0,15,68,40,25,13,65,Pinheiros,71,20,7,27,10,31,13,44,20,7,10,4,14,89,41,27,16,68
2020/2021,2º TURNO,UNIFACISA,72,16,10,26,10,23,9,32,16,4,11,4,22,71,42,26,14,68,Bauru,88,28,7,35,11,35,18,53,23,8,16,3,19,114,46,23,22,69
2021/2022,1º TURNO,123 Minas,91,19,12,31,17,25,7,32,26,9,14,2,15,115,34,25,20,59,Pinheiros,84,21,11,32,9,23,16,39,26,7,14,4,18,101,39,35,12,74
2020/2021,2º TURNO,VipTech CMB,74,17,9,26,13,24,12,36,12,4,13,1,21,71,36,29,17,65,Corinthians,86,20,11,31,13,28,9,37,17,7,12,2,18,101,34,28,18,62
2021/2022,1º TURNO,Mogi,68,15,11,26,5,32,13,45,22,8,25,6,18,86,29,31,9,60,Pato Basquete,72,13,12,25,10,20,16,36,14,15,15,3,16,74,40,30,16,70
2020/2021,2º TURNO,Mogi,97,25,12,37,11,36,11,47,26,8,8,2,20,131,36,39,14,75,BRB/Brasília,77,11,14,25,13,29,4,33,15,5,12,1,16,76,26,36,19,62
2021/2022,1º TURNO,Corinthians,104,22,15,37,15,26,14,40,28,10,7,3,24,142,32,37,19,69,Caxias do Sul Basquete,60,23,0,23,14,19,12,31,6,3,17,1,14,42,44,12,23,56
2021/2022,1º TURNO,Rio Claro,91,14,16,30,15,23,17,40,13,11,11,1,20,93,37,40,20,77,São Paulo,85,14,14,28,15,33,6,39,14,8,21,1,21,93,26,30,20,56
2021/2022,1º TURNO,Paulistano,90,23,12,35,8,30,10,40,19,8,14,0,18,107,34,33,12,67,Luvix/União Corinthians,78,16,10,26,16,24,7,31,11,9,12,2,19,79,34,32,16,66
2021/2022,1º TURNO,123 Minas,76,15,12,27,10,34,11,45,20,8,11,2,10,94,27,39,17,66,Bauru,64,16,10,26,2,32,7,39,18,7,12,2,17,74,31,37,4,68
2021/2022,1º TURNO,Flamengo,81,21,10,31,9,33,10,43,20,9,16,3,14,106,32,33,9,65,Pinheiros,64,21,5,26,7,23,21,44,10,7,10,3,14,63,50,27,11,77
2021/2022,1º TURNO,BRB/Brasília,60,17,7,24,5,28,11,39,11,5,16,2,13,57,39,25,9,64,UNIFACISA,79,20,11,31,6,32,11,43,16,12,9,1,18,100,42,29,8,71
2021/2022,1º TURNO,Cerrado Basquete,122,26,16,42,22,48,13,61,21,5,28,9,36,133,50,38,33,88,Fortaleza B. C.,126,30,9,39,39,34,19,53,15,14,12,4,26,122,73,25,58,98
2021/2022,1º TURNO,Sesi Franca,92,16,14,30,18,29,11,40,12,6,9,4,21,103,35,32,23,67,São Paulo,87,15,11,26,24,28,6,34,11,6,9,4,25,97,27,31,28,58
2021/2022,1º TURNO,Pinheiros,67,20,6,26,9,26,19,45,14,2,11,3,13,66,44,25,20,69,Corinthians,65,13,9,22,12,29,16,45,13,6,14,2,22,73,27,35,16,62
2020/2021,2º TURNO,Flamengo,88,17,12,29,18,32,17,49,14,10,15,2,9,106,39,28,22,67,Cerrado Basquete,57,21,4,25,3,24,17,41,13,6,14,4,18,56,45,29,5,74
2020/2021,2º TURNO,Pinheiros,47,16,3,19,6,22,10,32,15,9,17,1,14,47,41,16,8,57,Paulistano,69,16,9,25,10,29,21,50,18,9,15,0,17,83,37,30,16,67
2020/2021,2º TURNO,KTO/Caxias do Sul,83,18,9,27,20,35,9,44,13,3,14,2,21,89,35,28,26,63,Pato Basquete,85,19,13,32,8,28,9,37,18,4,6,3,27,89,40,33,19,73
2020/2021,2º TURNO,Minas,81,23,8,31,11,34,6,40,12,7,15,4,24,86,38,27,20,65,Bauru,79,21,5,26,22,31,17,48,15,10,12,2,21,83,44,30,33,74
2020/2021,2º TURNO,Fortaleza B. C.,84,16,14,30,10,33,8,41,23,9,15,5,21,110,27,35,15,62,Sesi Franca,69,17,6,23,17,27,12,39,13,10,9,1,15,74,43,24,22,67
2020/2021,2º TURNO,VipTech CMB,74,21,8,29,8,29,12,41,15,3,14,3,15,78,37,33,11,70,São Paulo,99,21,15,36,12,30,10,40,16,5,5,4,13,120,43,31,13,74
2020/2021,2º TURNO,KTO/Caxias do Sul,58,11,8,19,12,26,9,35,12,7,9,3,22,57,32,28,20,60,Flamengo,77,13,13,26,12,36,12,48,15,4,12,3,18,94,28,34,17,62
2020/2021,2º TURNO,Corinthians,93,23,11,34,14,23,12,35,19,10,16,3,17,109,43,23,17,66,UNIFACISA,79,26,7,33,6,20,13,33,17,11,17,0,21,86,44,26,6,70
2020/2021,2º TURNO,Paulistano,70,15,9,24,13,26,14,40,20,14,13,1,21,81,37,31,20,68,BRB/Brasília,66,14,8,22,14,34,16,50,13,10,20,2,18,76,34,27,20,61
2021/2022,1º TURNO,Luvix/União Corinthians,74,20,6,26,16,27,14,41,9,10,16,2,27,81,36,24,21,60,Pato Basquete,68,14,7,21,19,22,12,34,8,9,18,2,25,56,32,22,33,54
2020/2021,2º TURNO,Sesi Franca,93,26,10,36,11,33,9,42,19,5,10,2,20,112,54,18,14,72,Cerrado Basquete,81,20,8,28,17,28,3,31,12,5,7,2,20,82,38,27,22,65
2021/2022,1º TURNO,Bauru,97,17,15,32,18,21,9,30,25,13,9,2,31,109,32,41,26,73,Paulistano,98,24,7,31,29,35,8,43,17,8,18,2,27,115,38,19,38,57
2021/2022,1º TURNO,Fortaleza B. C.,64,18,6,24,10,22,8,30,10,7,13,0,20,48,40,31,13,71,Sesi Franca,110,27,13,40,17,40,9,49,24,8,13,6,16,151,37,31,22,68
2021/2022,1º TURNO,São Paulo,91,16,15,31,14,25,6,31,25,7,9,2,22,108,27,36,21,63,123 Minas,87,19,12,31,13,29,11,40,11,5,12,1,19,91,31,33,21,64
2021/2022,1º TURNO,UNIFACISA,81,15,14,29,9,28,7,35,11,8,13,0,23,81,28,39,12,67,Sesi Franca,85,18,12,30,13,34,7,41,7,4,15,3,14,90,26,35,17,61
2021/2022,1º TURNO,Caxias do Sul Basquete,73,18,10,28,7,26,8,34,18,9,16,3,20,84,36,27,9,63,Mogi,78,17,11,28,11,27,12,39,10,11,17,1,17,79,41,23,18,64
2021/2022,1º TURNO,Cerrado Basquete,75,27,5,32,6,24,8,32,17,13,12,2,19,84,45,27,9,72,Flamengo,91,17,15,32,12,33,17,50,22,5,18,3,11,105,34,37,21,71
2021/2022,1º TURNO,Caxias do Sul Basquete,80,25,6,31,12,32,6,38,23,8,15,7,23,105,37,23,19,60,Pato Basquete,67,19,5,24,14,28,14,42,9,8,13,1,20,66,46,22,18,68
2021/2022,1º TURNO,Bauru,77,16,11,27,12,26,6,32,18,8,11,4,15,94,34,24,15,58,Corinthians,71,17,10,27,7,27,7,34,17,6,14,5,22,82,34,25,12,59
2020/2021,2º TURNO,Pato Basquete,73,24,4,28,13,22,9,31,13,16,11,1,20,81,40,23,20,63,Mogi,62,13,8,21,12,27,11,38,17,5,26,4,19,65,29,25,14,54
2020/2021,2º TURNO,Minas,93,18,14,32,15,38,16,54,20,6,19,3,15,114,34,34,22,68,Pinheiros,61,9,10,19,13,24,2,26,11,9,14,4,22,51,24,36,18,60
2020/2021,2º TURNO,Corinthians,78,13,14,27,10,27,8,35,11,6,13,0,23,75,33,30,16,63,São Paulo,85,18,12,30,13,31,9,40,10,6,9,6,14,98,30,35,18,65
2020/2021,2º TURNO,Bauru,98,21,11,32,23,28,9,37,15,6,8,4,26,103,38,37,29,75,Fortaleza B. C.,97,24,11,35,16,34,16,50,12,4,13,3,21,102,46,29,27,75
2020/2021,2º TURNO,BRB/Brasília,89,17,12,29,19,32,9,41,20,7,10,1,25,105,36,31,24,67,VipTech CMB,79,17,9,26,18,30,6,36,13,4,15,1,25,76,33,29,24,62
2020/2021,2º TURNO,KTO/Caxias do Sul,77,14,12,26,13,29,8,37,14,6,12,0,17,82,24,35,20,59,Sesi Franca,71,22,6,28,9,27,5,32,18,6,11,2,21,82,42,19,12,61
2020/2021,2º TURNO,Pato Basquete,49,10,6,16,11,25,7,32,10,4,19,2,22,40,30,22,13,52,Paulistano,87,20,11,31,14,30,14,44,17,13,11,1,17,108,36,31,21,67
2020/2021,2º TURNO,Cerrado Basquete,80,21,10,31,8,26,10,36,13,9,18,1,19,85,44,20,11,64,São Paulo,86,25,8,33,12,24,7,31,16,11,11,2,13,100,43,22,15,65
2021/2022,1º TURNO,Luvix/União Corinthians,92,28,7,35,15,28,9,37,22,10,6,1,22,110,47,26,23,73,Mogi,80,18,11,29,11,32,4,36,14,3,19,1,20,79,26,31,19,57
2020/2021,2º TURNO,Minas,92,17,13,30,19,27,17,44,24,8,11,2,14,113,39,29,27,68,Fortaleza B. C.,66,20,7,27,5,23,12,35,12,4,17,5,23,66,28,35,8,63
2021/2022,1º TURNO,Paulistano,60,10,10,20,10,28,14,42,15,5,13,3,19,60,34,35,13,69,São Paulo,75,17,9,26,14,37,10,47,20,9,10,4,16,104,33,32,16,65
2021/2022,1º TURNO,Sesi Franca,87,18,12,30,15,28,10,38,17,9,11,4,20,104,40,29,16,69,BRB/Brasília,79,23,7,30,12,27,9,36,12,7,14,4,20,85,45,19,17,64
2021/2022,1º TURNO,Mogi,65,19,5,24,12,25,9,34,19,10,14,1,18,76,36,22,17,58,Pinheiros,82,20,9,29,15,27,10,37,12,5,12,2,16,89,38,21,22,59
2021/2022,1º TURNO,Flamengo,91,22,13,35,8,33,14,47,28,4,12,2,19,120,37,35,11,72,Fortaleza B. C.,74,22,7,29,9,26,12,38,24,7,10,3,15,86,48,22,18,70
2021/2022,1º TURNO,123 Minas,71,21,4,25,17,26,15,41,13,5,12,1,19,72,37,26,26,63,UNIFACISA,68,21,3,24,17,27,10,37,15,6,13,2,26,76,37,20,23,57
2021/2022,1º TURNO,Rio Claro,80,13,12,25,18,25,10,35,16,11,12,0,27,85,26,34,28,60,BRB/Brasília,58,12,4,16,22,28,11,39,8,7,23,0,24,47,27,23,30,50
2021/2022,1º TURNO,Mogi,76,21,9,30,7,27,10,37,17,5,12,2,16,87,36,29,10,65,Bauru,79,20,11,31,6,26,8,34,19,7,9,0,18,91,33,34,9,67
2021/2022,1º TURNO,Flamengo,89,14,14,28,19,27,4,31,17,4,14,1,15,102,18,30,25,48,UNIFACISA,70,21,6,27,10,18,9,27,10,6,10,0,24,65,37,25,13,62
2021/2022,1º TURNO,Sesi Franca,96,28,11,39,7,38,16,54,16,8,21,5,7,124,41,32,7,73,Cerrado Basquete,61,16,9,25,2,16,10,26,13,10,16,2,9,46,35,39,3,74
2021/2022,1º TURNO,123 Minas,101,22,14,36,15,27,12,39,21,9,12,0,18,120,36,37,16,73,Fortaleza B. C.,74,20,5,25,19,25,10,35,16,5,17,2,22,76,36,25,22,61
2020/2021,2º TURNO,Flamengo,98,22,15,37,9,23,8,31,22,13,10,0,15,119,35,37,9,72,Corinthians,85,23,8,31,15,26,8,34,15,8,17,1,18,92,37,23,20,60
2020/2021,2º TURNO,Sesi Franca,96,30,7,37,15,23,9,32,22,11,11,4,21,117,43,25,21,68,UNIFACISA,89,20,10,30,19,23,10,33,19,8,18,2,24,96,39,23,24,62
2020/2021,2º TURNO,Corinthians,78,16,9,25,19,25,10,35,16,2,10,2,19,90,30,25,22,55,Minas,65,19,4,23,15,22,18,40,14,4,12,2,23,67,39,26,19,65
2020/2021,2º TURNO,BRB/Brasília,79,19,10,29,11,24,4,28,16,7,12,1,21,78,36,32,13,68,Sesi Franca,96,25,9,34,19,37,6,43,25,8,14,3,15,127,41,24,22,65
2020/2021,2º TURNO,UNIFACISA,79,21,9,30,10,23,11,34,18,7,17,3,20,83,39,30,12,69,São Paulo,90,27,7,34,15,27,13,40,18,14,11,5,15,115,44,25,21,69
2020/2021,2º TURNO,Mogi,74,15,12,27,8,23,10,33,21,3,13,3,21,82,30,33,11,63,Flamengo,89,16,13,29,18,26,12,38,23,6,10,6,12,114,26,36,23,62
2020/2021,2º TURNO,Minas,85,22,9,31,14,26,13,39,18,3,13,1,19,91,41,23,23,64,Mogi,80,24,6,30,14,25,10,35,16,7,13,4,25,89,39,26,19,65
2020/2021,2º TURNO,Corinthians,91,22,10,32,17,27,13,40,26,3,11,3,23,112,36,31,22,67,Pato Basquete,82,18,9,27,19,23,13,36,13,6,11,0,17,83,46,22,21,68
2020/2021,2º TURNO,Flamengo,100,21,14,35,16,34,13,47,27,9,14,0,10,132,31,39,18,70,Pinheiros,63,22,5,27,4,22,3,25,22,9,15,2,16,68,40,23,6,63
2020/2021,2º TURNO,VipTech CMB,73,15,8,23,19,24,5,29,10,3,8,0,23,68,36,23,22,59,KTO/Caxias do Sul,89,21,9,30,20,32,13,45,21,4,9,1,21,111,37,26,27,63
2021/2022,1º TURNO,Pato Basquete,87,19,12,31,13,35,9,44,18,6,12,0,19,110,34,24,19,58,Bauru,53,13,6,19,9,21,6,27,10,8,15,2,19,41,31,22,19,53
2021/2022,1º TURNO,Corinthians,78,19,9,28,13,25,16,41,17,7,11,0,17,88,36,36,13,72,São Paulo,83,21,10,31,11,25,3,28,21,3,10,1,18,96,32,28,12,60
2021/2022,1º TURNO,Caxias do Sul Basquete,89,21,13,34,8,30,9,39,23,9,14,3,20,114,36,26,15,62,Luvix/União Corinthians,72,19,7,26,13,23,12,35,17,12,15,4,17,79,42,22,21,64
2021/2022,1º TURNO,Pato Basquete,81,15,15,30,6,34,9,43,13,8,16,3,20,93,34,32,9,66,Pinheiros,69,17,7,24,14,28,5,33,7,10,16,1,12,62,33,26,21,59
2021/2022,1º TURNO,Rio Claro,93,28,8,36,13,28,8,36,16,5,7,3,19,114,41,26,14,67,Cerrado Basquete,75,16,10,26,13,24,12,36,11,6,11,3,21,79,33,30,17,63
2021/2022,1º TURNO,São Paulo,89,17,14,31,13,24,4,28,25,10,9,2,12,107,29,36,17,65,Mogi,72,21,8,29,6,29,11,40,18,4,21,2,20,79,32,31,8,63
2021/2022,1º TURNO,UNIFACISA,99,17,16,33,17,24,12,36,13,8,9,3,17,112,37,28,23,65,Corinthians,87,16,14,30,13,23,12,35,15,5,10,0,19,94,35,32,14,67
2021/2022,1º TURNO,Pinheiros,83,19,12,31,9,32,14,46,16,5,15,4,22,90,42,30,17,72,Paulistano,73,20,6,26,15,30,12,42,14,8,13,4,19,83,44,25,17,69
2021/2022,1º TURNO,BRB/Brasília,72,22,4,26,16,27,8,35,11,7,16,2,21,69,41,17,26,58,Cerrado Basquete,82,17,13,30,9,28,13,41,23,5,14,4,25,97,36,33,14,69
2020/2021,2º TURNO,São Paulo,98,22,15,37,9,35,10,45,23,4,11,1,16,119,37,37,13,74,Fortaleza B. C.,76,28,3,31,11,27,7,34,19,6,11,2,18,82,46,24,16,70
2020/2021,2º TURNO,BRB/Brasília,70,21,7,28,7,22,6,28,12,7,19,1,28,60,37,27,10,64,Bauru,99,30,7,37,18,30,13,43,22,14,14,0,19,125,44,22,28,66
2020/2021,2º TURNO,Minas,74,24,5,29,11,25,7,32,15,8,7,5,20,89,42,20,16,62,KTO/Caxias do Sul,70,22,5,27,11,27,12,39,15,3,10,2,24,77,45,20,15,65
2020/2021,2º TURNO,Mogi,96,23,13,36,11,28,14,42,27,6,16,2,24,124,34,34,12,68,VipTech CMB,79,23,7,30,12,18,11,29,24,7,13,1,18,84,44,22,19,66
2020/2021,2º TURNO,Pato Basquete,89,15,12,27,23,30,8,38,19,13,18,2,28,96,30,29,38,59,Pinheiros,88,15,12,27,22,29,10,39,23,11,20,3,29,101,35,28,29,63
2020/2021,2º TURNO,São Paulo,92,20,13,33,13,34,12,46,21,17,9,4,6,127,39,36,15,75,BRB/Brasília,46,11,7,18,3,31,10,41,10,4,22,1,14,35,33,30,3,63
2020/2021,2º TURNO,Paulistano,81,20,11,31,8,23,7,30,26,11,10,1,17,104,32,29,13,61,UNIFACISA,65,17,8,25,7,24,11,35,14,5,19,2,14,67,34,23,10,57
2020/2021,2º TURNO,Mogi,62,18,6,24,8,28,16,44,17,7,10,1,15,67,48,25,13,73,Paulistano,69,13,12,25,7,33,16,49,20,4,15,3,18,83,30,39,10,69
2020/2021,2º TURNO,Fortaleza B. C.,77,23,5,28,16,29,14,43,13,7,16,3,18,82,48,20,21,68,Corinthians,83,15,16,31,5,26,5,31,24,5,14,1,21,94,30,37,5,67
2020/2021,2º TURNO,Flamengo,91,16,11,27,26,32,6,38,14,2,16,3,21,104,27,26,28,53,Bauru,86,20,13,33,7,20,6,26,18,9,10,1,26,91,41,27,11,68
2020/2021,2º TURNO,VipTech CMB,73,17,11,28,6,25,12,37,20,9,22,1,20,70,38,30,14,68,Sesi Franca,113,36,9,45,14,31,11,42,28,18,11,1,16,152,56,20,22,76
2021/2022,1º TURNO,UNIFACISA,72,21,4,25,18,21,12,33,11,11,12,0,17,70,42,25,21,67,Paulistano,87,19,15,34,4,32,7,39,18,5,20,2,20,103,32,28,6,60
2021/2022,1º TURNO,BRB/Brasília,77,20,9,29,10,27,13,40,14,2,12,0,17,82,32,29,17,61,123 Minas,82,18,11,29,13,23,13,36,14,8,8,2,18,93,32,34,17,66
2021/2022,1º TURNO,Fortaleza B. C.,78,26,7,33,5,27,12,39,8,3,9,1,20,82,41,26,9,67,Corinthians,66,16,8,24,10,24,16,40,7,3,8,0,12,62,27,31,22,58
2021/2022,1º TURNO,Pinheiros,88,20,12,32,12,28,19,47,13,8,16,3,13,100,41,29,17,70,Luvix/União Corinthians,66,16,8,24,10,22,8,30,14,5,16,1,15,60,35,27,12,62
2021/2022,1º TURNO,Bauru,89,23,9,32,16,24,6,30,22,6,14,0,21,104,32,25,20,57,Caxias do Sul Basquete,81,18,10,28,15,20,6,26,16,5,12,3,24,83,30,30,19,60
2021/2022,1º TURNO,Sesi Franca,86,17,10,27,22,31,14,45,17,2,16,2,17,99,31,31,24,62,Rio Claro,76,19,7,26,17,21,11,32,17,8,10,1,24,81,37,30,19,67
2021/2022,1º TURNO,Fortaleza B. C.,72,20,7,27,11,42,11,53,10,2,20,6,21,75,46,21,19,67,Paulistano,69,20,5,25,14,33,17,50,12,10,12,3,19,68,51,30,22,81
2021/2022,1º TURNO,Cerrado Basquete,74,21,9,30,5,22,11,33,19,3,8,3,14,79,40,31,9,71,123 Minas,90,24,11,35,9,31,12,43,17,5,10,4,16,113,43,23,14,66
2021/2022,1º TURNO,Pinheiros,75,17,8,25,17,34,13,47,17,7,19,5,19,88,33,29,24,62,Caxias do Sul Basquete,79,14,11,25,18,26,7,33,16,10,8,3,20,92,39,27,18,66
2021/2022,1º TURNO,BRB/Brasília,60,16,6,22,10,28,13,41,9,4,11,3,11,59,41,20,18,61,Flamengo,69,16,11,27,4,29,13,42,17,6,9,4,17,86,27,42,5,69
2021/2022,1º TURNO,Bauru,92,20,12,32,16,33,8,41,20,10,11,5,15,118,35,30,22,65,Luvix/União Corinthians,67,19,6,25,11,28,6,34,17,8,14,1,16,71,35,28,15,63
2020/2021,2º TURNO,Bauru,104,24,14,38,14,26,13,39,17,10,9,1,24,125,40,32,17,72,VipTech CMB,92,18,13,31,17,23,10,33,23,6,13,2,19,104,34,27,26,61
2020/2021,2º TURNO,Paulistano,76,11,12,23,18,22,11,33,18,6,12,3,23,82,25,31,27,56,Minas,74,16,10,26,12,26,14,40,14,7,13,4,22,81,36,27,20,63
2020/2021,2º TURNO,KTO/Caxias do Sul,81,20,10,30,11,19,11,30,17,4,16,0,17,82,41,18,16,59,Fortaleza B. C.,82,23,9,32,9,20,6,26,9,8,13,3,23,86,32,26,12,58
2020/2021,2º TURNO,Sesi Franca,91,22,9,31,20,32,5,37,13,6,14,3,26,103,40,21,23,61,Flamengo,94,13,16,29,20,26,13,39,22,5,11,4,24,105,25,45,27,70
2020/2021,2º TURNO,Pinheiros,46,13,4,17,8,33,10,43,8,8,15,2,11,37,40,25,15,65,Fortaleza B. C.,92,20,15,35,7,40,9,49,20,7,9,5,12,118,36,40,12,76
2020/2021,2º TURNO,São Paulo,84,15,12,27,18,33,11,44,20,2,10,3,15,101,32,33,22,65,Pato Basquete,85,22,10,32,11,28,8,36,25,5,5,2,20,106,38,33,14,71
2020/2021,2º TURNO,UNIFACISA,88,16,13,29,17,29,14,43,22,9,14,6,23,111,38,29,22,67,Mogi,70,18,6,24,16,26,14,40,19,9,18,4,22,79,41,23,21,64
2020/2021,2º TURNO,Corinthians,96,20,15,35,11,31,9,40,23,8,14,2,15,121,35,31,14,66,BRB/Brasília,70,23,7,30,3,22,14,36,12,8,16,0,17,64,46,28,5,74
2020/2021,2º TURNO,KTO/Caxias do Sul,91,22,11,33,14,27,10,37,22,5,10,0,19,102,44,26,20,70,Cerrado Basquete,88,24,9,33,13,26,7,33,17,5,10,6,21,103,43,24,15,67
2020/2021,2º TURNO,Sesi Franca,87,24,7,31,18,20,2,22,17,8,8,2,16,97,39,17,24,56,Minas,93,25,12,37,7,25,8,33,18,6,13,2,19,108,38,26,11,64
2020/2021,2º TURNO,Flamengo,93,18,18,36,3,29,20,49,24,8,9,0,20,115,36,46,7,82,São Paulo,74,17,9,26,13,27,4,31,10,4,12,3,17,73,37,19,20,56
2021/2022,1º TURNO,Minas,89,21,12,33,11,27,6,33,20,11,12,5,15,116,30,29,15,59,Rio Claro,61,21,4,25,7,22,12,34,17,6,16,3,21,62,40,22,13,62
2021/2022,1º TURNO,Pato Basquete,69,15,10,25,9,22,4,26,13,8,15,1,17,66,23,28,19,51,UNIFACISA,80,20,11,31,7,24,10,34,23,9,13,0,20,97,31,33,10,64
2021/2022,1º TURNO,Caxias do Sul Basquete,69,20,6,26,11,21,13,34,16,12,8,0,21,76,36,35,13,71,São Paulo,79,22,7,29,14,32,4,36,16,7,15,3,17,97,31,19,22,50
2021/2022,1º TURNO,Flamengo,65,16,9,25,6,26,13,39,13,3,8,0,18,60,32,37,14,69,Sesi Franca,80,19,9,28,15,33,10,43,17,5,7,1,17,99,32,32,19,64
2021/2022,1º TURNO,Mogi,86,16,10,26,24,31,10,41,21,9,14,5,21,107,36,24,31,60,Fortaleza B. C.,79,16,9,25,20,26,5,31,16,7,12,2,25,83,30,30,25,60
